question,answer,wrong1,wrong2,wrong3
A man wears spectacles of -2 diopters. The minimum distance he Could see by not wearing spectacles is,50 cm,100 cm,200 cm,150 cm
To produce an achromatic combination a convex lens of focal length 42 cm and dispersive power 0.14 is placed in Contact with a concave lens of dispersive power 0.21. The  focal length of the concave lens is,63 cm,21 cm,42 cm,84 cm
A photographer finds that for certain aperture of his camera the correct exposure time is 0.25 sec. If the diameter of the aperture is doubled then the exposure time will be,0.062 sec,O.125 sec,0.500sec,1.00 sec
Which is the following lens is used in astigmatism?,Cylindrical,Concave,Convex,Plano convex
Near and far points of healthy normal human eye are,25 cm and infinity,0 and 25 cm,25 cm and 100 cm,0 and infinity
An observer looks at a tree of 15 meters height with a telescope of magnifying power 0f 10. To him the tree appears,10 times nearer,10 times taller,15 times taller,15 times nearer
The focal length of the objective and eyepiece of an astronomical telescope are 100 cm and 5 cm respectively. The magnifying power of the telescope in normal adjustment will be,20,1/20,105,500
A fly is sitting on the objective of telescope pointed toward thw moon. What effect is expected in a photograph of the moon taken through the telescope.,There is reduction in the intensity of the image.,The entire field of view is blocked.,There is an image of the fly on the photographs.,There is an increase in intensity of image
A person who can't see far distance suffers from,Myopia,Hypermetropia,Presbyopia,Cataract
The eye lens of focal length is 20 mm and during normal adjustments when final image of a distance object is at infinity the separation of lenses is 50 mm. Angular magnification of such telescope would be,1.5,1,2,0.5
To obtain best view in question number 19 above the distance between the eye and eye piece should be,20 .00 mm,19.00 mm,19.20 mm,20.80mm
The angular diameter of sun is approximately,0.5°,1.0°,1.5°,2.0°
Magnification of a telescope can be increased by increasing,Focal length of the objective,Focal length of the piece,Length of telescope,All
Resolving power of telescope depends upon,Diameter of objective lens,Diameter of eye lens,Power of objective lens,Focal length of objective
"In simple microscope, angular magnification",Depends upon fo only,Depend upon u not upon fo,Depends upon both fo and u,Doesn't depend on fo and u
Magnifying power of simple telescope objective length fo and eyepiece fe can be obtained by,Fo/fe,Fo*fe,(fo+Fe)^2,Fo+fe
In farsightedness,Convex lens,Concave lens,Bifocal lens,Concave mirror
Person can see different objective line on different distance. Which of the following is true?,Image distance is constant,Object distance is constant.,Focal length of lens is constant.,A radius of curvature is not change
The person who cannot see nearer than 25 cm. Then,Focal length can't be decreased upto certain limit,Size of eye ball has been increased.,Size of eye ball has been decreased.,Distance between eye retina  can't be decreased.
A person cannot see more nearer than 75 cm . Find the power of lens to be used to have normal vision.,2.6D,8 67D,3.67 D,7.67D
Unit of illuminance is,Lux,Lumen,Candela,Flux
"If the luminous energy of lamp is 100W , it is kept hanging above the table at 5 m above, calculate the value of intensity at centre of the table.",1\π,4,1/4,π
The instruments used to compare the illumination power of different sources is,Photometer,Bolometer,Spectrophotometer,Colimeter
Illuminance at point 2m from from a source of light of luminous intensity 100 candela is,25 lux,50 lux,5ocd/ m^2,25/2π
A lamp is at height of 4m from table. The height is increased to 5m. The illumination decreases by,36%,40%,72%,28%
"In a movie hall , the distance between the screen and projector is increased by 4%. The illumination is decreased by",8%,4%,16%,2%
The luminous efficiency of a lamp is 50 lumen/watt and it's power is 40 watt. It's luminous flux in lumen is,2000,5/4,4/5,1000
Lumen is an unit representing,Luminous flux,Luminous intensity,Illuminance,Luminance
The illuminance at 10 m directly below 40 cd lamp is,0.4 lux,4 lux,40 lux,0.04 lux
The luminous intensity of light source of illuminance 100 lux at distance of 2m is,400,300,200,100
Two bulbs A and B are placed respectively at 20 CMS and 30 CMS on opposite sides of an oily paper screen. The two sides of the screen are equally intense. The ratio of power of the bulb A to that of B will be,4:9,9:4,2:3,3:2
The time of exposure of camera is 4 sec. What will be the time of exposure if it's aperture is doubled.,1 sec,2 sec,3 sec,8 sec
"In a cinema hall , the distance between the projection and the screen is increased by 1% . The intensity of illumination on the",Decrease by 2%,Increase by 1%,Decrease by 1%,Increase by 2%
"A lamp is situated at a height of 2m above the center of table. If the height is increased by 1m ,the illumination at centre of the table will decrease by",33.33%,55.5%,100%,125%
"A point source is kept at a certain distance from the screen. If the distance is halved , the intensity observed at later case is",4 Times,2 times,Same,3 times
A lamp is lowered from 4m to 3m. What is the% change in illuminance in the table just below it.,Increase by 77%,Increase by 25%,Decrease by 25%,Decrease by 77%
The correct exposure time for photographic print is 10 sec at distance of 2m from 40 cd lamp. The time required for exposing the same print at a distance of 4m from from 20 cd lamp  is,80s,10s,40s,160s
If the luminous intensity of mid directional bulb is 100 candela then total luminous flux emitted form the bulb is,1256 lumen,986 lumen,861 lumen,1561 lumen
A 25 CP lamp and 36 CP lamp are placed on a bench of distance of 10 cm.At what point on the bench from 36 CP lamp will the screen of photometer be equally illuminated by both lamps?,45.45 cm,54.54 cm,25 cm,36 cm
The refractive index of diamond is 2.4. The velocity of light in diamond is,1.25 *108 m/s,2.5 * 108 m/s,3 *108 m/s,8 *108 m/s
Among the following lights which has  minimum speed?,Voilet,Red,Blue,Green
Time taken by light to cross a glass  slab of thicknesses 5 cm and refractive index 1.5 will,2.5*10^-10 s,2*10^-10 s,3* 10^-10 s,3.5 *10^-10s
For which colour the velocity of light is maximum in diamond?,Red,Yellow,Voilet,Blue
The refractive index of glass is 1.5. The velocity of which light is minimum in the glass?,Voilet,Red,Yellow,Green
"Refractive index of glass with respect to air is 1.5. ,  what is velocity of light in material",2*10^8 m/s,3*10^8 m/s,1.5*10^8 m/s,4*10^8 m/s
Which of the following is used to measure the speed of light accurately.,Michaelson method,Fizeaus method,Focault method,None
Velocity of light is equal to,1/√uoEo,√urEr,1/√urEr,√uo/Eo
The speed of light depends on,On elasticity as well as inertia,On elasticity of the medium only,On inertia of medium only,Neither on elasticity nor on inertia
The speed of light in  medium of refractive index 2 will be,1.5* 10 ^8 m/s,3*10^8 m/s,2*10^8 m/s,6*10^8 m/s
