question,answer,wrong1,wrong2,wrong3
A particle is vibrating in a SHM with amplitude A. At what distance from equilibrium position is its potential and kinetic energies equal?,A/√2,A,√3 /2A,2/√3 A
The kinetic and potential energies of a particle executing simple harmonic motion with amplitude A will be equal when its displacement is,A/√2,A √2,A/2,A √2/3
"If the kinetic energy of a body executing SHM is 1/3 of the potential energy, the displacement of the body is x percent of the amplitude, x must be (nearly):",50,33,67,87
"Two simple harmonic motion are given by x1 = asin (wt) and x2 = bcos (wt). The phase difference between them, in radians is:",π/2,π,π/4,zero
The kinetic energy of a particle executing simple harmonic motion is maximum when its displacement is equal to,zero,amplitude,amplitude/4,amplitude/2
When a pendulum clock is brought to moon,It runs √6 times slower,Nothing happens,It runs √6 times faster,It stops running
"The time period of a simple pendulum inside a
satellite orbiting the earth is:","infinity
.",zero,1 sec,9.8 sec
"The time period of a simple pendulum T is given
by the relation",T= 2π√l/g,T= 1/2π √l/g,T = 2π √g/l,T = 4π √l/g
A hole is drilled through the centre of the earth and a stone is dropped into it. When the stone reaches at the centre of the earth its.,acceleration will be zero,mass will be zero,velocity will be zero,KE will be zero
"A hole is bore in the earth along its diameter. When a ball is dropped from one end, then",it exhibits SHM,it remains stationary,it moves and stops at the centre,it comes out from the other end
A spring is in simple harmonic motion. If the mass of the pendulum is increased by 4 times the time period of the pendulum will,increase by 2 times,increase by 4 times,decrease by 4 times,increase by 2 times
"When a metallic bob of a simple pendulum is replaced by a wooden.bob, time period of the pendulum:",remains same,increases,decreases,cannot be determined
"A wooden watch based on oscillating spring gives correct time on Earth. If it is taken to moon, it",remains unaffected,becomes first,becomes slow,stops
A simple pendulum has its length 'I'. Its time period will be doubled when,its length is made 4 times,its length is made 2 times,its mass is made 2 times,mass of lob is made 4 times
What will be the change in time period of a simple  pendulum due to change in length caused by increase is temperature?,increases,decreases,remains same,none
lf a spring of force constant K is cut into 3 parts then force constant of each part is,2K,K,K/3,9K
Two springs A and B have force constant KA and KB such that KA= 2KB are stretched by applying same force. Energy stored in spring A is E and energy stored in B will be,2E,E,4E,8E
"The graph plotted between acceleration and
displacement in SHM will be",straight line,hyperbolic,parabolic,eclipse
Two bobs are simultaneously executed in S.H.M. The resultant amplitude of system is maximum if they have phase difference of,2π,π/2,π,π/4
The time period of simple pendulum is given by,T=2π√l/g,T=1/2p√l/g,T=1/2p√g/l,none
Maximum speed of a particle in SHM is Vmax. Then average speed of a particle in SHM is equal to,2vmax/p,vmax/2,vmax/p,pvmax/2
.The time period of pendulum on a satellite orbiting around the earth is,infinite,1/p,zero,π
A horizontal platform with an object on it is executing SHM in vertical direction. The amplitude of oscillation is 3.92 x 10-3 M. What most be the least period of these oscillation so that the object is not detached from the platform?,0.1256 sec,0.1556 sec,0.1456 sec,0.1356 sec
A pendulum clock gives correct time at some place where acceleration due to gravity is g. If it is taken to a hill where g decreases by 1% then,. Length of pendulum has to be decreased by 1%,Length of pendulum has to be increased by 1%,Length of pendulum need not be changed,Length of pendulum should be changed by 2%
Two particles M and N having same mass. If they have equal maximum velocity. Then ratio of their amplitude M to N if K1 and K2 are spring constant of M and N is.,√K2.K1,√K1/K2,√mi/m2,√m2/m1
".For a simple pendulum graph between T2 and I
comes out to be",st. line,"parabola
C.
b.
d.",circle,ellipse
The approximate length of a second's pendulum is (g=980 cm/s2),100 cm,50 cm,200 cm,150 cm
"If the max. velocity of a particle in SHM is 4ms-1. If max. amplitude is 6.6mm, then its time period is:",0.01s,1s,0.1s,15s
In S.H.M the kinetic energy is minimum at,Extreme position,Mean position,midway between mean and extreme positon,At 1/4 th amplitude from mean position
"At what position the maximum kinetic energy is
suspected for particle in S.H.M.",at the mean,"at the extreme
b",nearer to mean position,in between extreme and mean position
A pendulum clock keeping correct time is taken to high altitudes,Its length should be decreased to keep correct time,It will keep correct time,Its length should be increased to keep correct time,It will not keep correct time even if length is changed
"A pendulum bob carries a (-q) charge, A positive charge (+q) is held at point of support, then time period of motion of bob is",2π√l/g,more than 2π√l/g,less than 2π√l/g,2π√2l/g
"If the period of oscillation of mass M suspended from a spring is 1s, then the period of the oscillation of mass 4M will be",2 sec,1/4 sec,1/2 sec,4 sec
"In a spring, a body weighting 4 m kg is suspended and it oscillates with time period T1. If the body's replaced by a next body of mass 'm' kg, the time period of oscillation is T2. Then find T1/T2",2,1,10^8 N,√2
A second pendulum has time period,2 sec,1 sec,0.5 sec,24 hr
Dimensional formula of magnetic flux is,M L^2 T^(-2) A^(-1),M L^3 T^(-3) A^(-1),M L^2 T^(-2) K^(-1),M^2 L^3 T^(-3) A^(-1)
Coefficient of viscosity has dimensions,M L^(-1) T^(-1),M L^(-1) T^(-2),M L T^(-2),M T^(-2)
e²/ε0hc has dimension of,Dimensionless,Time,Length,Mass
The star nearest to earth is 4 light years away. The distance is,37.84 x 10^15 m,9.46 x 10^15 m,37.84 x 10^12m,9.5 x 10^12m
The dimensions of angular momentum are,M L^2 T^(-1),M L T^(-1),M L^(-1) T,M L T^(-2)
The dimension of Torque is,M L^2 T^(-2),M L T^(-1),M^2 L^2 T^(-1),L^2 T^(-1)
The angular velocity has dimensional formula,T^(-1),M L^6 T^(-1),M L T,L T
The unit of relative permitivity is,It is unitless,Farad,farad/meter,Henry/meter
Choose the incorrect relationship from the following,Volt-coulomb/joule,Ampere-coulomb/sec,Ohm-volt/amp,1 coulomb of charge 6.24 x 10^18 electrons
Unit of magnetic flux density in S.I system is:,Tesla,Gauss,Henry,none
Poise is a unit of viscosity. Dimension of the coefficient of viscosity is,M L^(-1) T^(-1),M^(-1) L^(-1) T,M L^(-1) T,M L T^(-1)
"If Force, Length and Time are taken as Fundamental unit then the dimension of mass will be",F L^(-1) T^2,F L T^(-2),T^2,F L^2 T^(-2)
Inductance divided by resistance will have the unit,sec,Ampere/sec,Volt/sec,per sec
Planck's constant has the dimensions of,Angular momentum,Energy,Mass,Frequency
Lumen is a unit representing,Luminous flux,Luminous intensity,Illuminance,Luminance
Dimensions of the coefficient of viscosity may be,M L^(-1) T^(-1),M L T^(-1),M^(-1) L T^(-1),M L^(-1) T
N/C has the same dimension as,Volt/meter,Volt meter,Farad meter,Farad/meter
Dimension of moment of inertia of a body is,M L^2,M L^(-2) T,M^2 L^2,M L T
The dimension of inductance,M L^2 T^(-2) A^(-2),M L^2 T^2 A^(-1),M L^2 T^3 A^(-2),M L T^(-1) A^(-1)
I is denoted as current. The dimension of permittivity of vacum is,M^(-1) L^(-3) T^4 I^2,M^(-1) L^(-3) T^2 I^4,M^(-1) L^(-2) T^3 I^4,M L^2 T^3 I^(-4)
The dimensional formula for angular momentum is,M L^2 T^(-1),L^2 T^(-2),M L T^(-1),M L^2 T^(-2)
Which of the following is a correct unit of gravitational constant?,m^3 kg^(-1) s^(-2),m^3 kg^(-2) s^(-1),m^(-3) kg^(-1) s^2,m^(-3) kg^2 s^(-1)
"Dimension of Angstrom (A), Micron (μ), Fermi (F) and Nanometer (nm) is the same. Which one of the following represents the correct arrangement of their magnitude in the decreasing order?","μ, nm, Å, F","μ, Å, nm, F","Å, μ, F, nm","F. Å, nm, µ"
SI unit equivalent to the magnetic field Tesla (T) may be:,V sm^(-2),V sm²,V s^(-1)m²,V^(-1) sm^(-2)
The dimensional formula for stress is the same as that for,pressure,force,torque,work
Dimension of permittivity of free space ε0 is,M^(-1) L^(-3) T^4 A^2,M L^(-3) T^4 A^2,M^(-1) L^(-3) T^(-4) A^2,M^(-1) L^(-2) T^4 A
The dimension of velocity gradient is the same as that of,frequency,time period,acceleration,angular velocity
Unit of the coefficient of thermal conductivity is,watt K^(-1) m^(-1),watt Km^(-1),joule SK^(-1),joule S^(-1) K
1V/m equals,1N/C,1 N,1 Nm,1J/C
Dimensional formula of force is:,M L T^(-2),M L^2 T^(-1),M L T^(-1),M L^(-1) T^(-1)
The dimension of Universal Gravitational constant is,M^(-1) L^3 T^(-2),M L^(-1) T^(-2),M^(-1) L^2 T^(-2),L^(-1) T^(-2)
The dimension [M L^2 T^(-2)] refers to a physical quantity that has unit:,Joule,Pascal,Newton,Watt
The dimensional formula for Planck's constant is,M L^2 T^(-1),M L^2 T^2,M L T^(-2),M^2 L^2 T^(-1)
One electron volt (1ev) equals to,1.6 x 10^(-19) J,1.7 × 10^(-19) J,1.6 x 10^(-20) J,None of the above
The unit space of ε0 (absolute permittivity) of free space is:,C/(Vm),C/(Am),1/(Cm)²,Fm
The dimension of current is:,T^(-1) Q,T Q^(-1),L T^(-1) Q^(-1),T^(-1) Q^(-1)
Which of the following has same dimension?,linear momentum & impulse,power and energy,linear momentum & torque,torque & power
The dimension of surface tension is,M T^(-2),L T^(-1),M L T^(-1),M L^2 T^(-2)
A vector quantity is said to be that which has,both magnitude and direction,only magnitude,only direction,none
What is the equivalent unit of tesla?,V m s^(-2),V s^2 m^(-2),V s^2 m^(-1),V m^(-1) s^(-1)
Unit of magnetic flux density (B) can be expressed as,V m^(-2) s,V m^(-2) s^(-1),V m s^(-1),V m^(-1) s
"If power is denoted by B, force by C, then in the relation B = AC, A denotes",speed,displacement,acceleration,force
"In an equation x = yz, if x is power and y is force, then z is",speed,distance,momentum,acceleration
Newton/Coulomb has the same dimension of,Volt/meter,Volt-meter,Farad/metre,Farad-metre
"If A, B, C have magnitude 6, 8 & 10 respectively, AB=C, angle between A & B is",90°,0°,45°,180°
Watt/ampere is unit of,electric potential,electric intensity,potential difference,capacitance
"""Light year"" is the unit of",Length,Velocity,Time,Momentum
N/C has the same unit as,Volt/meter,Volt-meter,Farad - meter,Farad/meter
The unit of electrical conductivity is,1/(Ohm-meter),Ohm-m,Ohm/m,Ohm-¹ meter
Unit of illuminance is,Lux,Lumen,Candela,Angstrom
Which of the following is the smallest unit of length ?,Fermi,Angstrom,Nanometer,Planck's constant
Mechanical equivalent of heat has,dimensionless,same dimension as that of Heat,same dimension as that of work,same dimension as that of energy
The quantity of electricity analogous to temperature is,potential,resistance,charge,inductance
Which of the following parameters is independent of masses?,Gravitational constant,Force,Energy,Acceleration
"If e is the charge of electrons and V is the potential difference, then eV will be known as",Energy,Power,Charge,Volt
The dimensional formula of Gravitational force constant is,M^(-1) L^3 T^(-2),M L^(-3) T^(-2),M L^(-3) T^2,M^(-2) L^3 T^(-2)
Which of the following is not a unit of time?,Light year,Leap year,Solar day,Debye
Debye is an unit of:,Dipole moment,Electromotive force,Potential difference,Electronegativity
Dimension of coefficient of viscosity,M L^(-1) T^(-1),M L^2 T^(-1),M L T^(-1),M L T^(-2)
What is the dimensional formula of planck's constant?,M L^2 T^(-1),M L T^(-2),M L T^(-1),M L^2 T^(-3)
Which of the following below have unit electron-volt?,Energy,Coulomb,Potential difference,Power
Which of the following is not a unit of time?,light year,leap year,solar day,parallactic sec
Which of the following has same dimension as energy?,work,Pressure,Stress,Young's modulus
The value of Planck's constant (h) is:,6.67 x 10^(-34) Js,6.67 x 10^(-34) Js-¹,6.67 x 10^(-35) Js,6.67 x 10^(-35) Js-¹
1 torr is,1 mm of Hg,1 cm of Hg,1 bar,1 atm
Which have the same dimension as [M L^2 T^(-2) ],Work done,Pressure,Stress,Young's modulus
What is dimension of capacitance?,M^(-1) L^(-2) T^4 A^2,M^(-1) L^2 T^(-3) A^(-2),L T^(-4),M L^2 T^(-4) A^(-2)
Dimension of which are same,Work & moment of force,Torque & force,Velocity and Velocity gradient,All
Dimension of universal gas constant is:,M L^2 T^(-2) K^(-1) mol^(-1),L^2 T^(-2) K^(-1),M L^2 T^(-2) K^(-1) mol^(-2),M L^2 T^(-2) mol
The dimension of Boltzmann's constant is,M L^2 T^(-2) Q^(-1),M L^2 T^(-2) Q,M L^(-2) T^(-2) Q^(-1),M L^3 T^(-2) Q^(-1)
Value of Planck's constant is,6.62×10^(-34) kgm²/sec,6.62×10^(-34) kg/(m²sec),6.62×10^(-4) kgm²/ sec,6.62×10^(-24) kgm²/ sec
In a micrometer gauge the reading is done by rotating terminal screw on account of worn out threads on circular scale in same sense to prevent,Back-lash error,Zero error,Instrumental error,Absolute error
The dimension of modulus of rigidity is:,M L^(-1) T^(-2),M L^(-2) T(-2),M L T^(-2),M L^(-1) T^(-1)
The difference between solar day and sideral day is,4min,40min,4 sec,40 sec
"If force F, energy E and time T are used as fundamental units, then the dimensional formula for length will be",E F^(-1),E F T,E T,E F² T
One millibar pressure equal to:,100Pa,10^3 Pa,10^5 Pa,76 Pa
The dimension of E/B is same as that of,velocity,momentum,force,acceleration
The random errors can be eliminated by:,Taking mean of a large number of observation,Careful observations,Measuring the quantity with more than one devices,Eliminating the cause of error
Which is not a unit of length?,Debye,Parsec,Light year,Angstrom
The pair not having Identical dimensions is:,Moment of inertia and moment of force,Impulse and linear momentum,Planck's constant and angular momentum,Young's modulus and pressure
Which of the following physical quantities have same dimensional formula?,impulse and momentum,work and power,Boltzman's constant and Stephen's constant,surface tension and energy
Dimension of strain is,Unitless,M L T^(-1),M L^(-1) T^(-2),M^(-1) L^(-1) T^(-1)
Unit of viscosity is:,m²/Nsec,Nm/sec,Nsec/m²,N/msec
Minimizing systematic error can be done by:,Measuring diameter at different point and taking average,The deflection of V=0 when no current is passing through it,Taking 20 oscillation instead of single oscillation to measure time period,Removing parallax effect by marking with marker and placing mirror under voltmeter
The dimension [M L^(-1) T^(-2)] corresponds to,Pressure,Workdone,Linear momentum,Coefficient of viscosity
The unit of Resistance in SI system is,kgm²/sec³A²,Kgm²/sec²A,kgm²/sec³A,kgm²/sec²A²
Dimension of the universal constant of gravitation is,M^(-1) L^3 T^(-2),M L^(-1) T^(-3),M L^(-3) T^(-1),M^2 L^2 T^(-2)
"By Stoke's law F = 6πηrv, what is dimensional formula for η ?",M L^(-1) T^(-1),M L T^(-1),M L^2 T^(-1),M L T^(-2)
The dimensions of which of the following is [M L^(-1) T^(-1)],Viscosity,Angular momentum,Force,Surface tension
Unit of Magnetic Permeability is:,H/m,A/m,A/m²,H
Which one of the following pairs of physical quantities have the same dimension?,Work & energy,Power & energy,Force & momentum,Energy & momentum
The dimensional formula of impulse is,M L T^(-1),M L T^(-2),M L^2 T^(-1),M^2 L T^(-1)
"If height of two projectiles is same, what is the ratio of range when it is projected at an angle 45° and 60° with horizontal?",3^1/2 :1,3^1/2:2,2:3^1/2,1:1
A golf ball is shot from a ship which is at a height 46m above water surface. The horizontal distance covered by golf is,220 m,300,280,400
If projectile has range 50m when thrown at angle of 15° with horizontal. Find range when angle is 45° with horizontal,100m,86.5 m,150 m,200 m
A projectile has range 24m and height 8m. Find velocity of projection ( in m/s),5 g^1/2,2 g^1/2,3 g^1/2,4 g^1/2
A ball is dropped fom tower if wind exerts steady force then path followed by ball will be,Straight line,Parabola,Elliptical arc,Circular arc
A fielder can throw a cricket ball to a maximum horizontal distance of 100m. How high can the fielder throw the same ball?,50 m,25 m,40 m,100 m
The frictional force exerted by air on a body of mass 0.25kg moving with acceleration 9.2 m/s^2 is,0.20 N,2.3 N,0.25 N,0.12 N
"The direction of two forces 6N and 2N acting on a body of mass 2kg is same, the minimum acceleration of the body cannot be less than",2 m/s^2,2.5 m/s^2,3 m/s^2,4 m/s^2
The force exerted by a passenger of mass 'M' on the floor of an elevator which is going down with an acceleration 'a' is:,M(g -a),Mg - Mg,Ma,Mg + Ma
Rocket works on the pricipal of,conservation of linear momentum,Conservation of angular momentum,conservation of mass,conservation of energy
"A mass of 1 kg is suspended by a thread. It is lifted up with accleration of 5ms^-2 and lowered down with an accleration of 5 ms^-2 , the ratio of the tensions in the thread is",3:1,1:2,2:1,3:2
A book lying on the table remains there till eternity . This is,1st law of motion,3rd law of motion,2nd law of motion,Lenz's law
A boy facing the engine in a moving train throws a ball ertically upward . The ball falls behind him . this shows that,moving forward with acceleration,moving forward with deceleration,moving with uniform velocity,stationary
A block of mass 10 kg is hanging in a string of breaking strength 200N . Whaat could be the maximum acceleration with which the block can be llifted upwards in a lift?,10 m/s^2,100 m/s^2,15 m/s^2,150 m/s^2
Fireman uses a rope which can stand tension equal to 3/4 of his weight .Maximum acceleration with which he can  slide is,g/4,g/2,g/3,g
"When a ball is thrown up in a bus moving with a uniform velocity, ball falls down.... the men",at hand of,in front of,behind,anywhere outside bus
Two people of 50 kg and 70kg weight are sitting at a distance of 6m. The site where the tension is equal is at a distance of:,.5 m from 50 kg man,2.5 m from 50 kg man,3m from both,4m from 5 kg man
"A man in a moving train, tosses a coin. If the coin falls behind him, the train must be moving with",acceleration,deceleration,uniform speed,all of the above
No force is required for a body moving with,constant velocity,constant speed on circular path,constant acceleration,variable acceleration
A bullet of mass 0.01 kg is fired from a rifle of mass 20 kg with a speed of 100 m/s. The recoil velocity of the rifle must be,0.05m/s,0.01 m/s,1m/s,20 m/s
Which one of the following group of three forces will not produce acceleration in a body acted by the forces?,"4N, 7N, 10N","4N, 7N, 15N","4N, 7N, 12N","4N, 7N, 14N"
A 2N force is applied on a platform balance and balance offers equal reaction on the body. The reading shown by the balance will be,2N,0,1N,4N
"In the relation P= a + bt^2, where 'p' represents momentum, 't' represents time and 'a' and 'b' are constants. Then net force is",Directly prop. to time,Independent upon time,Inversely prop. to time,Directly prop. to square of time
"A man of 80 kg is standing in a lift. The lift moves upward with a uniform acceleration of 4.9m/s^2, then the apparent weight of the man is:",120 kg,60 kg,80 kg,100 kg
A bullet of mass 10 gm is fired with velocity 63ms^-1 on a block of wood of mass 200 gm at rest and the bullet sticks inside the wood. The common velocity of bullet and wood is,3ms^-1,6ms^-1,9ms^-1,1ms^-1
"Two bodies of masses 4 kg and 5 kg are acted upon one after the other by the same force. If the acceleration of the heavier body is 2ms^-2, the acceleration of the lighter body is",4ms^2,2.5ms^-2,2 ms^-2,3.5 ms^-2
"Whatever may be the direction of the two forces 6N and 2N acting on a body of mass 2kg, the minimum acceleration of the body cannot be less than.",2m/s^2,4m/s^2,2.5 m/s^2,3 m/s^2
Second law of motion is:,F= dp/dt,F=ma,V = u+at,s=ut +1/2at^2
A body feels weightless when:,Lift is moving downward with constant acceleration,Lift is moving upward with constant acceleration,Lift is moving upward with constant velocity,Lift is moving downward with constant velocity
A person fires a gun with bullet weighing 0.5gm with velocity 150m/s to a tiger of mass 60kg approaching towards him with velocity 10m/s. Find the number of bullet fired,80,60,50,70
"A cricket player catches a ball of mass 150 gm and moving with a velocity of 20m/sec. If the ball is caught in 0.1 sec. The force of the below exerted on the hand of the player is,",30N,300N,300N,30000N
The weight of the body is maximum in lift when the lift is,moving upward,moving downward,slowly moving upward,freely falling
If a lift of mass 1000 kg moves upward with acceleration of 1m/s2 then tension is,"10,800","6,000","11,000","20,000"
"A person on a moving train throws upwards a coin, and if it falls behind him, then train is",Accelerating,Decelerating,Moving with constant velocity,All
If a lift of mass 500 kg moves upward with acceleration 2 ms^-2  then the tension is,5900,5800,6100,None
"If the external force applied is zero, then which of the following is conserved?",Linear momentum,Time period.,Torque,Angular momentum
In an ice-road a person pushes a 25 kg block with force of 92N and another man pushes it with force 90N from the another end. Then net acceleration produced is,0.08m/s^2,0.8m/s^2,8m/s^2,0.008m/s^2
A ball of mass 150g approaches the hand of catcher with velocity 20m/s. If catching process is completed in 1 second the net force on the hands of catcher is,3 N,0.3N,300 N,3000 N
"A body of mass mo is placed on a smooth horizontal surface. The mass of the body is decreasing exponentially with disintegration constant λ. Assuming that the mass is ejected backward with a relative velocity u. If initially the body was at rest, the speed of body at time t is",uλt,ue^λt,ue^λt,u(1-e^λt)
"A nucleus of mass number A, originally at rest, emits an a with speed v. The daughter nucleus recoils with a speed:",4v/A+4,2v/4+ A,4v/A+4,2v/A-4
"A block of mass M = 3 kg, in contact with a second block of mass m = 2 kg rest on a frictionless floor. A horizontal force F = 10 N is applied to push the first block. The force with which the first pushes the second block is",4N,10N,6N,zero
"If a bomb at rest explodes in three fragments of  equal mass, which of the following is a possible description of the explosion",They all move in different directions in a plane ad have different speed,The fragments fly in different direction off at right  angle to each other,"The fragments move in different direction, but two of them opposite to each other",All the fragments have same speed and but two of  them move at right angle to each other
A body having a mass of 8kg travels distances of 4 5 and 6 m respectively in successive seconds. The force acting on it is:,8N,16 N,16 dyne,4N
"The mass of the cable car is 10kg and tension in its cable is 120N, what will be its accln?",2ms^-2,2.2ms^-2,2.8ms^-2,3.2ms^-2
A force of P magnitude is acting on the free end of a rope of mass m attached with a block of mass M. what is the force on the block?,PM/M + m,Pm/M+m,P/M,PM/M-m
"When a passenger in a moving train facing the engine tosses a coin, it falls behind him. Then the train",must be accelerating,must be moving uniformly,must be retarding,none
"A body of mass 2 kg moving with a certain velocity is acted upon by an opposing force of 4N. It stops in 2s. For the same body to continue motion with the same velocity, we should apply:",4N,0N,8N,3N
A bird is sitting on the floor of wire case with airtight system: which a boy is carrying. When the bird starts flying the boy will feel that the box is,no change in weight,lighter,heavier,nothings can be said.
A man pushes a wall with a force of 200 N then,It is sure that the wall is also pushing him with 200N,Wall does not push him because it is so huge.,Wall repels him with a huge force,He does 200J of work.
A thief stole the book weighing 'w' then jump vertically down the wall. What is the resultant wt. of the book before he reach the ground?,Zero,2w,w,w/2
When a man weighing 10 kg in lift accelerated downward with the acceleration of 1m/s^2 then apparent wt. of man is,88N,98N,72N,68N
A force F1 acts on a particle so as to accelerate it from rest to velocity v. The force F1 is replaced by a force F2 which decelerates it to rest. Then,F1 may be equal to F2,F1 must be equal to F2,F1 must be unequal to F2,none of these
"In a rocket, fuel burns at the rate of 1 kg/s. This fuel is ejected from rocket with a velocity of 60 km/s, this exerts a force on rocket equal to",60000N,60 N,600N,6000N
"A body of mass 1000 kg strikes wall with velocity 20 m/s for 10 sec, then force exerted on wall is",4 KN,4.5 KN,500 N,1000N
A person weighting 80kg is standing on a lift moves upwards with a uniform acceleration 5m/s^2 then apparent wt. of the person is:,120 kg,80 kg,160 kg,40 kg
A person weighing 80 kg is standing on a lift. The lift moves upward with a uniform acceleration 4.9 m/s^2. The apparent weight of the person is,120 kg,80 kg,40 kg,160 kg
"A body, initially at rest, explodes into two masses M1 and M2 that move apart with speeds v1 and v2 respectively. What is the ratio of V1/V2?",M2/M1,M1/M2,M1^2/M2^2,M2^2/M1^2
"A man is standing on the elevator coming downward. The acc"" of elevator is 4.9 m/s^2 and wt. of man is 60 kg, then find the apparent wt of the man?",30 kg,60 kg,90kg,180 kg
The greatest distance to which a person can throw a stone is R. Then greatest height to which he can the throw the stone is,R/2,R/4,2R,4R
"A body is projected at an angle θ  with the vertical, with kinetic energy, E. The potential energy at the topmost point of the path, neglecting air resistance, is",E cos^2 θ,zero,E,E sin^2θ
A body is projected at an angle 450 with a velocity 200m/s. The maximum height attained by the projectile is,1000m,200m,400m,800m
A body projected at an angle of 60° attains the same height at two points a and b at two different times. If air resistance is neglected the ratio of mechanical energies at a with respect to that at b will be,equal to one,more than one,less than one,dependent on their directions of velocity
A body projected with velocity 200m/s at 45° then maximum height attained will be:,1000m,200m,400m,500m
The range of a projectile when projected at an angle of θ degree is R. If the angle of projectile is 2θ  degree but the range remains the same the angle will be:,30°,10°,20°,40°
A ball is thrown horizontally from the top of a tower. Horizontal component of its velocity will,remain uncharged,increase,decrease,first increase and then decrease
Two bullets A and B are fired horizontally at the same instant of time with velocities Va and Vb from the same height. If Va is greater than Vb which will reach the ground first?,both A and B simultaneously,A,B,depends upon their masses
"A stone is thrown by a person in train, into the platform. The path of the stone as observed by a man in platform is",Parabolic,Straight line,Hyperbolic,Elliptical
The time taken by a mass projected vertically upwards to reach the maximum height (with air resistance not neglected) is 10 sec. The time of fall of the mass from the same height will be:,12.3 sec,6.2 sec,8 sec,10 sec
"A cricket ball is struck with a K.E of 'K' at an angle of 45º with the horizontal, The K.E at the maximum height will be.",K/2,O,2K,K
An object is released from aeroplane flying horizontally. The path followed by the object is,parabolic,straight line,circle,none
R is the horizontal range of projectile for an angle of projection of 15°. For the same range another angle angle of projection will be,75°,30°,60°,45°
"For a projectile fired at equal inclination to horizontal and vertical line with velocity u, the horizontal distance travelled is:",u^2/g,u^2/2g,u^2sinθ /g,none of the above.
The greatest height to which a man can throw a stone is h. The greatest distance to which he can throw it will be:,2h,h/2,h/4,4h
"A body is projected at 45° to horizontal, when it returns to the same height, what is the time required, if initial speed was 40 ms^-1",40√2/g,20 √2 g,40 √2 g,20√2/8
"When air resistance is taken into account while dealing with the motion of the projectile of the following properties of projectile, the one which shows, an increase is",The angle at which the projectile strikes the ground,range,max. height,speed at which it strikes the ground
A plane is moving with velocity 200 ms^-1 and a observer is just below it. If a shell is fired by the observer with a velocity 400 m/s at an angle θ  what is minimum height for a plane so that it will escape,6km,12km,18km,3 km
"If two bodies are projected horizontally from a certain height with velocities 25m/s and 30m/s, then which of the following is true?",Both reach the ground simultaneously,Body with 25m/s will reach the ground first,Body with 30m/s will reach the ground first,Nothing can be said
"A body is thrown with velocity 50m/s.

The  maximum horizontal distance it can cover is",250 m,200m,300m,400m
The greatest height to which man can throw a stone is h. The greatest distance to which he can throw it will be,2h,h/2,h,4h
"If the maximum range of a projectile is four times of its maximum height, then the angle of projection is equal to",45°,30°,60°,75°
A particle is projected vertically upwards with at speed 100 m/s. The time to reach the particle back to the point of projection is:,20 S,10 S,15 S,5 S
Two masses m1 and m2 are released from two sides of a prism having base angles 30°. and 60° respectively. What is the relative velocity of m1 with respect to m2 after 5 secs?,50,50/√3,50√3,5
A plane is moving with 300ms^-1 when it is just above the observer at a height of 2km. At what angle with the vertical must he fire the gun with velocity 400 m/sec directly to hit the aeroplane?,30°,90°,60°,45°
A plane is moving with 300ms^-1 when it is just above the observer at a height of 2km. At what angle with the vertical must he fire the gun with velocity 400 m/sec directly to hit the aeroplane?,30°,90°,60°,45°
A stone is released from the window of a train moving along a horizontal straight track. The stone will hit the ground. Then what will be the path of the stone observed by a man standing on the ground near the train?,parabola,Straight line,Hyperbola,eclipse
Which of the following is correct for projectile motion?,The body has constant acceleration throughout the Journey,The body has constant velocity,The body has only one velocity,The body moved under the action of two velocities simultaneously
Which of the following is correct for projectile motion?,The body has constant acceleration throughout the Journey,The body has constant velocity,The body has only one velocity,The body moved under the action of two velocities simultaneously
If a person can throw a ball to the maximum height  10m. How far can he throw that ball?,20m,10m,10√2m,20√2m
The range of projectile fired at angle of 15° is 50m. If it fired with same speed at the angle 45° then range will be,100 m,25 m,50 m,30m
.A man in a train moving with a constant velocity drops a ball on the platform. The path of the ball as seen by an observer standing on the platform is,a parabola,straight line,a circle,helix
"When a body is projected with kinetic energy K at angle of 45°, what is not true",KE of a body at half of max. height is K/4,KE of a body at maximum height is K/2,PE of a body at maximum height is K/2,PE of a body at half of max. height is K/4
Range of a projectile when thrown at 15° is 50m. Then its range under same velocity when thrown at 45° is,100m,50m,200m,25m
"Three bodies P,Q,R, and S are projected at angles 10°, 20°, 45° and 80° with horizontal respectively. Then which body reaches at farther distance?",R,P,Q,S
